0,0.08,0.94,0.09,0.00,0.00,0.00  
0,0.08,0.94,0.09,0.00,0.00,0.00  
0,0.08,0.94,0.08,0.00,0.00,0.00  
0,0.08,0.94,0.08,0.00,0.00,0.00  
0,0.07,0.95,0.09,0.00,0.00,0.00  
0,0.07,0.95,0.09,0.00,0.00,0.00  
0,0.07,0.94,0.08,0.00,0.00,0.00  
0,0.07,0.95,0.08,0.00,0.00,0.00  
0,0.09,0.94,0.09,0.00,0.00,0.00  
0,0.09,0.93,0.09,0.00,0.00,0.00  
0,0.10,0.92,0.09,0.00,0.00,0.00  
0,0.10,0.92,0.09,0.00,0.00,0.00  
0,0.10,0.92,0.08,0.00,0.00,0.00  
0,0.10,0.92,0.08,0.00,0.00,0.00  
0,0.09,0.93,0.08,0.00,0.00,0.00  
0,0.09,0.93,0.08,0.00,0.00,0.00  
0,0.11,0.91,0.09,0.00,0.00,0.00  
0,0.10,0.91,0.09,0.00,0.00,0.00  
0,0.10,0.90,0.09,0.00,0.00,0.00  
0,0.10,0.89,0.09,0.00,0.00,0.00  
0,0.10,0.89,0.08,0.00,0.00,0.00  
0,0.10,0.90,0.08,0.00,0.00,0.00  
0,0.10,0.91,0.08,0.00,0.00,0.00  
0,0.10,0.91,0.08,0.00,0.00,0.00  
0,0.10,0.88,0.09,0.00,0.00,0.00  
0,0.10,0.88,0.09,0.00,0.00,0.00  
0,0.09,0.87,0.09,0.00,0.00,0.00  
0,0.09,0.87,0.09,0.00,0.00,0.00  
0,0.09,0.87,0.08,0.00,0.00,0.00  
0,0.09,0.87,0.08,0.00,0.00,0.00  
0,0.10,0.88,0.08,0.00,0.00,0.00  
0,0.10,0.88,0.08,0.00,0.00,0.00  
0,0.08,0.86,0.09,0.00,0.00,0.00  
0,0.08,0.86,0.09,0.00,0.00,0.00  
0,0.07,0.86,0.09,0.00,0.00,0.00  
0,0.07,0.86,0.09,0.00,0.00,0.00  
0,0.07,0.86,0.08,0.00,0.00,0.00  
0,0.07,0.86,0.08,0.00,0.00,0.00  
0,0.08,0.86,0.08,0.00,0.00,0.00  
0,0.08,0.86,0.08,0.00,0.00,0.00  
0,0.06,0.86,0.09,0.00,0.00,0.00  
0,0.05,0.86,0.09,0.00,0.00,0.00  
0,0.04,0.86,0.09,0.00,0.00,0.00  
